Latitude,Longitude
39.8571741000,3.1349953000
39.8571792300,3.1350043900
39.8571762000,3.1349977000
39.8571818000,3.1350045000
39.8571879000,3.1350121000
39.8571976000,3.1350310100
39.8571948000,3.1350215000
39.8572007000,3.1350304000
39.8572145400,3.1350575700
39.8572043000,3.1350360000
39.8572134000,3.1350490000
39.8572196000,3.1350575000
39.8572331400,3.1350851200
39.8572271000,3.1350684000
39.8572338000,3.1350771000
39.8572406000,3.1350861000
39.8572505200,3.1351092900
39.8572480000,3.1350967000
39.8567250000,3.1355181000
39.8572537000,3.1351042000
39.8572672600,3.1351330100
39.8572673000,3.1351210000
39.8572701000,3.1351245000
39.8572755000,3.1351315000
39.8572903100,3.1351617400
39.8572814000,3.1351394000
39.8572879000,3.1351469000
39.8572947000,3.1351546000
39.8573116000,3.1351907700
39.8573020000,3.1351632000
39.8573088000,3.1351714000
39.8573277200,3.1352090300
39.8573132000,3.1351769000
39.8573226000,3.1351879000
39.8573294000,3.1351960000
39.8573443700,3.1352310600
39.8573366000,3.1352051000
39.8573438000,3.1352126000
39.8567752000,3.1355262000
39.8573657000,3.1352344000
39.8573609300,3.1352587600
39.8573675000,3.1352350000
39.8573715000,3.1352392000
39.8573766900,3.1352838300
39.8573743000,3.1352431000
39.8573829000,3.1352535000
39.8573890000,3.1352604000
39.8573935700,3.1353121000
39.8573957000,3.1352688000
39.8574019000,3.1352760000
39.8574088000,3.1352832000
39.8574196700,3.1353422100
39.8574169000,3.1352904000
39.8574243000,3.1352968000
39.8574389700,3.1353617100
39.8574282000,3.1353012000
39.8574316000,3.1353051000
39.8574388000,3.1353130000
39.8567467000,3.1355185000
39.8574442000,3.1353209000
39.8574622700,3.1353821400
39.8574554000,3.1353332000
39.8574579000,3.1353373000
39.8574623000,3.1353436000
39.8574824000,3.1354023100
39.8574680000,3.1353510000
39.8574735000,3.1353594000
39.8574793000,3.1353677000
39.8575017600,3.1354236100
39.8574818000,3.1353722000
39.8574852000,3.1353774000
39.8574912000,3.1353851000
39.8574971000,3.1353923000
39.8575211700,3.1354462800
39.8575041000,3.1354013000
39.8575105000,3.1354096000
39.8575419500,3.1354688800
39.8575155000,3.1354165000
39.8575246000,3.1354268000
39.8567251000,3.1355215000
39.8575321000,3.1354341000
39.8575651500,3.1354873300
39.8575400000,3.1354427000
39.8575473000,3.1354498000
39.8575542000,3.1354565000
39.8575922700,3.1355075900
39.8575625000,3.1354651000
39.8575701000,3.1354721000
39.8576166500,3.1355292100
39.8575750000,3.1354770000
39.8575785000,3.1354806000
39.8575860000,3.1354875000
39.8575935000,3.1354946000
39.8576376000,3.1355450400
39.8576024000,3.1355032000
39.8576106000,3.1355107000
39.8576184000,3.1355178000
39.8576684700,3.1355737900
39.8576340000,3.1355301000
39.8576452000,3.1355388000
39.8576974000,3.1341859000
39.8576947900,3.1355984600
39.8576738000,3.1355613000
39.8576738000,3.1355614000
39.8576798000,3.1355659000
39.8576865000,3.1355713000
39.8577190100,3.1356228800
39.8576958000,3.1355788000
39.8577049000,3.1355853000
39.8577229800,3.1356330200
39.8577131000,3.1355934000
39.8577234000,3.1356029000
39.8577309000,3.1356095000
39.8577288000,3.1356439700
39.8577345000,3.1356148000
39.8577383000,3.1356194000
39.8577455000,3.1356260000
39.8577536000,3.1356331000
39.8577481100,3.1356688500
39.8577610000,3.1356429000
39.8577682000,3.1356517000
39.8570170000,3.1350511000
39.8577715000,3.1356584000
39.8577643400,3.1356834300
39.8577774000,3.1356715000
39.8577821000,3.1356762000
39.8577879000,3.1356826000
39.8577896000,3.1356867000
39.8577697800,3.1356971900
39.8577926000,3.1356914000
39.8577985000,3.1356992000
39.8578049000,3.1357072000
39.8577844600,3.1357157800
39.8578104000,3.1357164000
39.8578168000,3.1357251000
39.8578005400,3.1357380400
39.8578203000,3.1357323000
39.8578289000,3.1357436000
39.8578357000,3.1357504000
39.8578211200,3.1357630700
39.8578418000,3.1357601000
39.8578492000,3.1357671000
39.8567199000,3.1355212000
39.8578549000,3.1357723000
39.8578402300,3.1357800800
39.8578671000,3.1357870000
39.8578717000,3.1357921000
39.8578598000,3.1358010500
39.8578740000,3.1357964000
39.8578821000,3.1358065000
39.8578886000,3.1358139000
39.8578761700,3.1358253400
39.8578948000,3.1358229000
39.8579009000,3.1358315000
39.8579073000,3.1358397000
39.8578807700,3.1358367000
39.8579126000,3.1358496000
39.8579181000,3.1358586000
39.8578903600,3.1358543800
39.8579195000,3.1358639000
39.8579216000,3.1358688000
39.8579275000,3.1358776000
39.8567344000,3.1355209000
39.8579331000,3.1358858000
39.8579059400,3.1358765500
39.8579377000,3.1358953000
39.8579424000,3.1359031000
39.8579257300,3.1359024300
39.8579483000,3.1359118000
39.8579531000,3.1359199000
39.8579589000,3.1359281000
39.8579450600,3.1359303400
39.8579606000,3.1359326000
39.8579632000,3.1359374000
39.8579690000,3.1359470000
39.8579744000,3.1359554000
39.8579647000,3.1359569600
39.8579805000,3.1359653000
39.8579863000,3.1359732000
39.8579865900,3.1359853000
39.8579913000,3.1359800000
39.8579993000,3.1359904000
39.8580062000,3.1359989000
39.8567301000,3.1355210000
39.8580183000,3.1360133000
39.8580071000,3.1360112500
39.8580168000,3.1360133000
39.8580213000,3.1360198000
39.8580264000,3.1360267000
39.8580323900,3.1360408000
39.8580325000,3.1360349000
39.8580394000,3.1360429000
39.8580538700,3.1360755600
39.8580448000,3.1360494000
39.8580541000,3.1360615000
39.8580606000,3.1360701000
39.8580805200,3.1361122300
39.8580678000,3.1360800000
39.8580749000,3.1360891000
39.8580814000,3.1360968000
39.8581064200,3.1361474900
39.8580906000,3.1361084000
39.8580976000,3.1361168000
39.8513852000,3.1163452000
39.8581028000,3.1361236000
39.8581287700,3.1361759300
39.8581124000,3.1361383000
39.8581168000,3.1361434000
39.8581234000,3.1361503000
39.8581541800,3.1362091400
39.8581309000,3.1361604000
39.8581385000,3.1361700000
39.8581457000,3.1361785000
39.8581660900,3.1362309500
39.8581538000,3.1361908000
39.8581610000,3.1362010000
39.8581836300,3.1362624400
39.8581661000,3.1362103000
39.8581694000,3.1362158000
39.8581766000,3.1362247000
39.8581840000,3.1362337000
39.8582051900,3.1362923900
39.8581922000,3.1362464000
39.8581998000,3.1362572000
39.8582077000,3.1362674000
39.8551821000,3.1304499000
39.8582251200,3.1363092300
39.8582170000,3.1362792000
39.8582244000,3.1362882000
39.8582484100,3.1363283400
39.8582305000,3.1362960000
39.8582343000,3.1363008000
39.8582416000,3.1363093000
39.8582490000,3.1363182000
39.8582649200,3.1363480200
39.8582570000,3.1363292000
39.8582642000,3.1363394000
39.8582716000,3.1363494000
39.8582815500,3.1363669400
39.8582794000,3.1363588000
39.8582858000,3.1363662000
39.8583006000,3.1363915800
39.8582906000,3.1363716000
39.8583005000,3.1363837000
39.8583075000,3.1363912000
39.8551821000,3.1304499000
39.8583205700,3.1364094300
39.8583157000,3.1364004000
39.8583234000,3.1364077000
39.8583305000,3.1364147000
39.8583398500,3.1364285200
39.8583380000,3.1364232000
39.8583446000,3.1364306000
39.8583670100,3.1364511000
39.8583488000,3.1364352000
39.8583531000,3.1364399000
39.8583604000,3.1364474000
39.8583679000,3.1364547000
39.8583911900,3.1364697600
39.8583763000,3.1364628000
39.8583848000,3.1364707000
39.8584187900,3.1364933800
39.8583914000,3.1364768000
39.8584019000,3.1364867000
39.8584093000,3.1364938000
39.8584511400,3.1365225600
39.8585068000,3.1376468000
39.8584186000,3.1365021000
39.8584268000,3.1365093000
39.8584345000,3.1365162000
39.8584896500,3.1365522900
39.8584439000,3.1365244000
39.8584523000,3.1365320000
39.8585209900,3.1365722000
39.8584587000,3.1365371000
39.8584710000,3.1365480000
39.8584788000,3.1365554000
39.8585450900,3.1365840500
39.8584882000,3.1365634000
39.8584963000,3.1365700000
39.8585673400,3.1365980100
39.8585047000,3.1365772000
39.8585149000,3.1365831000
39.8585240000,3.1365893000
39.8585769200,3.1366077800
39.8585288000,3.1365922000
39.8592308000,3.1358446000
39.8585354000,3.1365955000
39.8585445000,3.1366005000
39.8585529000,3.1366052000
39.8586162200,3.1366354400
39.8585653000,3.1366107000
39.8585756000,3.1366162000
39.8586490500,3.1366575300
39.8585837000,3.1366195000
39.8585968000,3.1366255000
39.8586060000,3.1366304000
39.8586633200,3.1366690300
39.8586100000,3.1366325000
39.8586169000,3.1366360000
39.8586265000,3.1366412000
39.8586354000,3.1366462000
39.8586833700,3.1366851200
39.8586475000,3.1366528000
39.8586567000,3.1366578000
39.8587071200,3.1367060400
39.8586640000,3.1366627000
39.8518175000,3.1241806000
39.8586768000,3.1366707000
39.8586863000,3.1366761000
39.8587376700,3.1367302300
39.8586960000,3.1366835000
39.8587048000,3.1366900000
39.8587132000,3.1366963000
39.8587680200,3.1367585300
39.8587225000,3.1367059000
39.8587314000,3.1367137000
39.8588030700,3.1367853800
39.8587378000,3.1367214000
39.8587426000,3.1367262000
39.8587502000,3.1367327000
39.8587587000,3.1367390000
39.8588308800,3.1368096200
39.8587690000,3.1367501000
39.8587772000,3.1367576000
39.8587854000,3.1367645000
39.8588585100,3.1368292000
39.8592854000,3.1357554000
39.8587968000,3.1367788000
39.8588121000,3.1367903000
39.8588963800,3.1368573000
39.8588144000,3.1367920000
39.8588265000,3.1368033000
39.8588348000,3.1368100000
39.8589142300,3.1368674500
39.8588456000,3.1368201000
39.8588545000,3.1368268000
39.8588636000,3.1368338000
39.8589286000,3.1368763700
39.8588738000,3.1368430000
39.8588819000,3.1368501000
39.8589378100,3.1368908000
39.8588875000,3.1368549000
39.8589010000,3.1368678000
39.8589097000,3.1368749000
39.8589541000,3.1369170000
39.8593879000,3.1356882000
39.8589205000,3.1368902000
39.8589353000,3.1368994000
39.8589410000,3.1369024000
39.8589675000,3.1369362600
39.8589480000,3.1369087000
39.8589550000,3.1369139000
39.8589782900,3.1369478900
39.8589599000,3.1369172000
39.8589718000,3.1369289000
39.8589804000,3.1369354000
39.8589947200,3.1369614600
39.8589887000,3.1369449000
39.8589975000,3.1369518000
39.8590052000,3.1369575000
39.8590136500,3.1369825400
39.8590140000,3.1369658000
39.8590221000,3.1369729000
39.8590389700,3.1370033500
39.8590275000,3.1369789000
39.8604727000,3.1362027000
39.8590342000,3.1369864000
39.8590479000,3.1369966000
39.8590517000,3.1369991000
39.8590655700,3.1370262900
39.8590575000,3.1370044000
39.8590658000,3.1370096000
39.8590734000,3.1370146000
39.8590925900,3.1370471300
39.8590832000,3.1370223000
39.8590917000,3.1370280000
39.8591171400,3.1370602300
39.8590983000,3.1370329000
39.8591025000,3.1370359000
39.8591108000,3.1370410000
39.8591195000,3.1370462000
39.8591423900,3.1370740100
39.8591298000,3.1370530000
39.8591392000,3.1370583000
39.8591478000,3.1370632000
39.8591692300,3.1370970000
39.8518175000,3.1241806000
39.8591575000,3.1370717000
39.8591721000,3.1370817000
39.8591954700,3.1371187400
39.8591762000,3.1370858000
39.8591793000,3.1370883000
39.8591864000,3.1370929000
39.8591942000,3.1370978000
39.8592114600,3.1371341100
39.8591970000,3.1370996000
39.8592026000,3.1371045000
39.8592107000,3.1371107000
39.8592188000,3.1371167000
39.8592297500,3.1371535700
39.8592275000,3.1371250000
39.8592354000,3.1371318000
39.8592457600,3.1371686200
39.8592409000,3.1371383000
39.8592513000,3.1371478000
39.8592592000,3.1371538000
39.8592672900,3.1371811600
39.8592625000,3.1371561000
39.8592673000,3.1371609000
39.8604563000,3.1362008000
39.8592854000,3.1371759000
39.8592890000,3.1371786000
39.8592893400,3.1372000500
39.8592945000,3.1371847000
39.8593012000,3.1371903000
39.8593137400,3.1372191700
39.8593072000,3.1371963000
39.8593169000,3.1372052000
39.8593246000,3.1372115000
39.8593357700,3.1372364000
39.8593281000,3.1372143000
39.8593331000,3.1372190000
39.8593414000,3.1372263000
39.8593496000,3.1372333000
39.8593618700,3.1372557700
39.8593580000,3.1372419000
39.8593659000,3.1372482000
39.8593881100,3.1372742700
39.8593725000,3.1372539000
39.8604563000,3.1362008000
39.8593809000,3.1372614000
39.8593933000,3.1372695000
39.8593969000,3.1372721000
39.8594073200,3.1372966300
39.8594024000,3.1372776000
39.8594086000,3.1372832000
39.8594160000,3.1372892000
39.8594126100,3.1373146900
39.8594231000,3.1372981000
39.8594307000,3.1373048000
39.8594256100,3.1373363700
39.8594368000,3.1373102000
39.8594448000,3.1373225000
39.8594519000,3.1373304000
39.8594368400,3.1373586300
39.8594577000,3.1373413000
39.8594635000,3.1373506000
39.8594700000,3.1373596000
39.8594565100,3.1373860300
39.8594748000,3.1373722000
39.8551821000,3.1304499000
39.8594816000,3.1373809000
39.8594646800,3.1374095800
39.8594873000,3.1373876000
39.8594933000,3.1374007000
39.8594995000,3.1374093000
39.8594707800,3.1374325800
39.8594999000,3.1374159000
39.8595020000,3.1374225000
39.8595071000,3.1374322000
39.8595122000,3.1374411000
39.8594790100,3.1374543800
39.8595130000,3.1374546000
39.8595177000,3.1374648000
39.8594903200,3.1374784300
39.8595215000,3.1374724000
39.8595236000,3.1374866000
39.8595279000,3.1374962000
39.8595039400,3.1375029600
39.8595275000,3.1375030000
39.8595286000,3.1375090000
39.8558414000,3.1298229000
39.8595391000,3.1375324000
39.8595410000,3.1375353000
39.8595217500,3.1375295300
39.8595431000,3.1375428000
39.8595474000,3.1375504000
39.8595526000,3.1375590000
39.8595365700,3.1375524700
39.8595562000,3.1375683000
39.8595607000,3.1375777000
39.8595485800,3.1375802300
39.8595618000,3.1375830000
39.8595634000,3.1375881000
39.8595679000,3.1375979000
39.8595723000,3.1376078000
39.8595630600,3.1376074300
39.8595762000,3.1376188000
39.8595801000,3.1376288000
39.8595833800,3.1376351700
39.8595836000,3.1376369000
39.8595894000,3.1376486000
39.8596015000,3.1383419000
39.8596012000,3.1376722000
39.8596039800,3.1376654400
39.8596007000,3.1376700000
39.8596026000,3.1376732000
39.8596069000,3.1376810000
39.8596116000,3.1376894000
39.8596201300,3.1376890900
39.8596172000,3.1376979000
39.8596231000,3.1377064000
39.8596396500,3.1377164000
39.8596289000,3.1377134000
39.8596365000,3.1377252000
39.8596421000,3.1377351000
39.8596588600,3.1377414100
39.8596494000,3.1377448000
39.8596551000,3.1377541000
39.8596609000,3.1377644000
39.8596774900,3.1377625100
39.8596676000,3.1377736000
39.8595960000,3.1383466000
39.8596721000,3.1377785000
39.8596818000,3.1377957000
39.8596977000,3.1377858300
39.8596833000,3.1377979000
39.8596902000,3.1378035000
39.8596963000,3.1378104000
39.8597177500,3.1378078100
39.8597009000,3.1378134000
39.8597045000,3.1378170000
39.8597109000,3.1378260000
39.8597170000,3.1378354000
39.8597408900,3.1378324100
39.8597250000,3.1378450000
39.8597315000,3.1378539000
39.8597385000,3.1378642000
39.8597600700,3.1378561800
39.8597463000,3.1378723000
39.8597533000,3.1378812000
39.8597788400,3.1378798400
39.8597571000,3.1378862000
39.8594704000,3.1384441000
39.8597685000,3.1378945000
39.8597779000,3.1379092000
39.8597802000,3.1379125000
39.8597990200,3.1379006000
39.8597866000,3.1379174000
39.8597925000,3.1379252000
39.8598130500,3.1379210900
39.8597985000,3.1379310000
39.8598060000,3.1379404000
39.8598117000,3.1379489000
39.8598281800,3.1379449900
39.8598152000,3.1379543000
39.8598186000,3.1379584000
39.8598247000,3.1379677000
39.8598311000,3.1379776000
39.8598453700,3.1379727600
39.8598387000,3.1379872000
39.8598443000,3.1379946000
39.8598504000,3.1380034000
39.8598624700,3.1380022000
39.8598582000,3.1380129000
39.8594464000,3.1385081000
39.8598643000,3.1380208000
39.8598768400,3.1380271800
39.8598682000,3.1380259000
39.8598717000,3.1380301000
39.8598782000,3.1380384000
39.8598845000,3.1380467000
39.8598931800,3.1380579600
39.8598918000,3.1380568000
39.8598980000,3.1380662000
39.8599039000,3.1380751000
39.8599108700,3.1380897800
39.8599105000,3.1380857000
39.8599169000,3.1380955000
39.8599264200,3.1381207500
39.8599209000,3.1381015000
39.8599238000,3.1381070000
39.8599296000,3.1381165000
39.8599359000,3.1381259000
39.8599424000,3.1381437300
39.8599432000,3.1381367000
39.8594256000,3.1385300000
39.8599468000,3.1381415000
39.8599581000,3.1381562000
39.8599603000,3.1381591000
39.8599590300,3.1381662000
39.8599652000,3.1381663000
39.8599705000,3.1381740000
39.8599789800,3.1381927200
39.8599739000,3.1381798000
39.8599764000,3.1381839000
39.8599823000,3.1381928000
39.8599879000,3.1382010000
39.8599938100,3.1382184200
39.8599941000,3.1382108000
39.8600008000,3.1382194000
39.8600083000,3.1382274000
39.8600204800,3.1382368500
39.8600171000,3.1382351000
39.8600244000,3.1382414000
39.8600426700,3.1382563200
39.8600307000,3.1382471000
39.8600399000,3.1382567000
39.8596008000,3.1383466000
39.8600456000,3.1382636000
39.8600627500,3.1382800000
39.8600491000,3.1382683000
39.8600579000,3.1382812000
39.8600635000,3.1382901000
39.8600789800,3.1383091600
39.8600692000,3.1383009000
39.8600737000,3.1383110000
39.8600783000,3.1383206000
39.8600975500,3.1383354400
39.8600866000,3.1383294000
39.8600952000,3.1383329000
39.8601207900,3.1383520100
39.8601025000,3.1383326000
39.8601146000,3.1383334000
39.8601231000,3.1383339000
39.8601468100,3.1383668700
39.8601284000,3.1383371000
39.8601325000,3.1383392000
39.8601411000,3.1383426000
39.8518175000,3.1241806000
39.8601485000,3.1383457000
39.8601728400,3.1383829700
39.8601582000,3.1383534000
39.8601663000,3.1383580000
39.8601739000,3.1383630000
39.8601972500,3.1384016600
39.8601822000,3.1383711000
39.8601900000,3.1383774000
39.8602198300,3.1384228400
39.8601977000,3.1383846000
39.8602081000,3.1383895000
39.8602154000,3.1383911000
39.8602452200,3.1384375900
39.8602217000,3.1383949000
39.8602262000,3.1383968000
39.8602345000,3.1383988000
39.8602439000,3.1384009000
39.8602666200,3.1384465100
39.8602524000,3.1384077000
39.8518175000,3.1241806000
39.8602582000,3.1384163000
39.8602698000,3.1384271000
39.8602895500,3.1384593200
39.8602883000,3.1384462000
39.8603128400,3.1384755400
39.8603365400,3.1384929700
39.8603001000,3.1384740000
39.8518175000,3.1241806000
39.8603178100,3.1385042600
39.8602937000,3.1385011000
39.8602999100,3.1385257800
39.8602921000,3.1385238000
39.8602967000,3.1385311000
39.8602838100,3.1385575800
39.8603001000,3.1385526000
39.8602981000,3.1385663000
39.8602716000,3.1385870600
39.8602642800,3.1386214800
39.8602978000,3.1385817000
39.8518175000,3.1241806000
39.8602781600,3.1386588600
39.8602861000,3.1386005000
39.8602817900,3.1386932800
39.8602742000,3.1386193000
39.8603240700,3.1387306000
39.8602663000,3.1386364000
39.8602671000,3.1386535000
39.8603675900,3.1387704800
39.8602773000,3.1386659000
39.8602913000,3.1386822000
39.8602987000,3.1386904000
39.8603858200,3.1387867600
39.8603099000,3.1387015000
39.8603220000,3.1387164000
39.8603297000,3.1387276000
39.8604046100,3.1388022900
39.8603453000,3.1387415000
39.8603526000,3.1387502000
39.8603594000,3.1387581000
39.8604155400,3.1388277300
39.8603723000,3.1387688000
39.8603798000,3.1387753000
39.8518175000,3.1241806000
39.8603871000,3.1387816000
39.8604170700,3.1388592900
39.8603952000,3.1387921000
39.8604024000,3.1388012000
39.8604348600,3.1389029800
39.8604060000,3.1388141000
39.8604139000,3.1388334000
39.8604188000,3.1388439000
39.8604480100,3.1389409100
39.8604208000,3.1388700000
39.8604234000,3.1388840000
39.8604257000,3.1388970000
39.8604676900,3.1389693300
39.8604283000,3.1389152000
39.8604311000,3.1389305000
39.8604883400,3.1389934100
39.8604371000,3.1389446000
39.8604450000,3.1389613000
39.8616165000,3.1401732000
39.8604498000,3.1389707000
39.8605112900,3.1390217100
39.8604567000,3.1389786000
39.8604608000,3.1389847000
39.8604665000,3.1389950000
39.8604716000,3.1390066000
39.8605311800,3.1390528500
39.8604805000,3.1390196000
39.8604879000,3.1390311000
39.8605346900,3.1390899600
39.8604937000,3.1390415000
39.8605025000,3.1390545000
39.8605093000,3.1390651000
39.8605491400,3.1391125900
39.8605153000,3.1390725000
39.8605196000,3.1390782000
39.8605267000,3.1390874000
39.8605336000,3.1390964000
39.8605583900,3.1391405800
39.8605417000,3.1391076000
39.8602169000,3.1395504000
39.8605488000,3.1391159000
39.8605701900,3.1391660400
39.8605587000,3.1391307000
39.8605652000,3.1391383000
39.8605716000,3.1391458000
39.8605848300,3.1391907400
39.8605750000,3.1391513000
39.8605793000,3.1391574000
39.8605860000,3.1391654000
39.8605932000,3.1391736000
39.8605935900,3.1392144400
39.8606000000,3.1391846000
39.8606070000,3.1391924000
39.8606048300,3.1392374700
39.8606109000,3.1392005000
39.8606190000,3.1392124000
39.8606254000,3.1392205000
39.8606122600,3.1392577100
39.8606279000,3.1392238000
39.8606309000,3.1392315000
39.8606363000,3.1392411000
39.8606752000,3.1405663000
39.8606493000,3.1392615000
39.8606216500,3.1392794700
39.8606476000,3.1392676000
39.8606522000,3.1392760000
39.8606540000,3.1392834000
39.8606394500,3.1393014500
39.8606610000,3.1392960000
39.8606670000,3.1393043000
39.8606567200,3.1393184200
39.8606723000,3.1393149000
39.8606781000,3.1393239000
39.8606842000,3.1393324000
39.8606777600,3.1393407500
39.8606897000,3.1393413000
39.8606957000,3.1393496000
39.8606999000,3.1393550000
39.8607072100,3.1393636500
39.8607096000,3.1393670000
39.8616870000,3.1400758000
39.8607265000,3.1393861000
39.8607350900,3.1393857100
39.8607288000,3.1393868000
39.8607351000,3.1393932000
39.8607420000,3.1394000000
39.8607650400,3.1394053400
39.8607517000,3.1394069000
39.8607604000,3.1394137000
39.8607924800,3.1394265200
39.8607652000,3.1394175000
39.8607797000,3.1394280000
39.8607881000,3.1394355000
39.8608137100,3.1394431800
39.8607988000,3.1394432000
39.8608066000,3.1394502000
39.8608323700,3.1394630200
39.8608142000,3.1394577000
39.8608234000,3.1394656000
39.8608311000,3.1394727000
39.8608551500,3.1394844500
39.8608360000,3.1394773000
39.8608486000,3.1394880000
39.8608560000,3.1394944000
39.8608756600,3.1395014600
39.8608669000,3.1395019000
39.8608751000,3.1395078000
39.8608835000,3.1395142000
39.8609013400,3.1395159000
39.8608933000,3.1395201000
39.8609031000,3.1395268000
39.8609242500,3.1395333400
39.8609087000,3.1395307000
39.8609216000,3.1395384000
39.8609299000,3.1395443000
39.8609465000,3.1395476600
39.8609344000,3.1395468000
39.8609400000,3.1395508000
39.8609481000,3.1395563000
39.8609571000,3.1395629000
39.8609661500,3.1395637100
39.8609654000,3.1395682000
39.8609739000,3.1395743000
39.8609860000,3.1395824600
39.8609812000,3.1395789000
39.8609918000,3.1395857000
39.8610005000,3.1395914000
39.8610069700,3.1395986100
39.8610055000,3.1395946000
39.8610102000,3.1395975000
39.8610181000,3.1396026000
39.8610263000,3.1396080000
39.8610283200,3.1396107100
39.8610351000,3.1396133000
39.8616920000,3.1400813000
39.8610543000,3.1396251000
39.8610568000,3.1396267000
39.8610492800,3.1396276600
39.8610630000,3.1396309000
39.8610698000,3.1396353000
39.8610696800,3.1396462000
39.8610743000,3.1396393000
39.8610846000,3.1396465000
39.8610920000,3.1396513000
39.8610929800,3.1396612000
39.8610999000,3.1396573000
39.8611077000,3.1396626000
39.8611154000,3.1396677000
39.8611151500,3.1396740100
39.8611244000,3.1396741000
39.8611325000,3.1396795000
39.8611406700,3.1396906800
39.8611389000,3.1396838000
39.8611489000,3.1396907000
39.8611575000,3.1396965000
39.8611591900,3.1397106900
39.8611610000,3.1396989000
39.8611658000,3.1397030000
39.8611734000,3.1397093000
39.8611806000,3.1397154000
39.8611760000,3.1397272600
39.8611888000,3.1397236000
39.8611957000,3.1397297000
39.8611920400,3.1397466700
39.8612018000,3.1397345000
39.8612096000,3.1397425000
39.8612174000,3.1397486000
39.8616945000,3.1400765000
39.8612118200,3.1397588400
39.8612343000,3.1397621000
39.8612332000,3.1397613000
39.8612380000,3.1397649000
39.8612440000,3.1397691000
39.8612318400,3.1397756100
39.8612505000,3.1397740000
39.8612575000,3.1397792000
39.8612649000,3.1397848000
39.8612535500,3.1397964300
39.8612725000,3.1397913000
39.8612796000,3.1397972000
39.8612743800,3.1398142400
39.8612839000,3.1398013000
39.8612943000,3.1398105000
39.8613011000,3.1398164000
39.8613005500,3.1398318800
39.8613089000,3.1398229000
39.8613158000,3.1398283000
39.8613232000,3.1398340000
39.8613030400,3.1398379100
39.8613307000,3.1398394000
39.8613383000,3.1398447000
39.8613181300,3.1398522100
39.8613433000,3.1398485000
39.8613530000,3.1398565000
39.8613596000,3.1398618000
39.8613628000,3.1398643000
39.8613375600,3.1398668300
39.8613673000,3.1398679000
39.8613748000,3.1398729000
39.8613829000,3.1398782000
39.8613524800,3.1398782600
39.8613904000,3.1398827000
39.8613990000,3.1398881000
39.8613732400,3.1398939100
39.8614026000,3.1398936000
39.8614110000,3.1399013000
39.8614178000,3.1399058000
39.8613959400,3.1399060600
39.8614221000,3.1399086000
39.8614177000,3.1399106000
39.8614216000,3.1399151000
39.8614279000,3.1399199000
39.8614028400,3.1399124500
39.8614271000,3.1399223000
39.8614326000,3.1399266000
39.8614387000,3.1399308000
39.8614234800,3.1399213800
39.8614435000,3.1399345000
39.8614494000,3.1399386000
39.8614409200,3.1399314500
39.8614539000,3.1399415000
39.8614609000,3.1399461000
39.8614681000,3.1399510000
39.8614709900,3.1399457800
39.8614762000,3.1399546000
39.8614844000,3.1399598000
39.8614925000,3.1399656000
39.8614993800,3.1399602400
39.8615012000,3.1399707000
39.8615087000,3.1399767000
39.8615209100,3.1399796900
39.8615139000,3.1399815000
39.8615256000,3.1399919000
39.8615316000,3.1399988000
39.8615411800,3.1400005100
39.8615392000,3.1400059000
39.8615460000,3.1400135000
39.8615529000,3.1400218000
39.8616558000,3.1402159000
39.8615605200,3.1400234100
39.8615604000,3.1400328000
39.8615671000,3.1400417000
39.8615802100,3.1400444100
39.8615721000,3.1400480000
39.8615814000,3.1400578000
39.8615891000,3.1400648000
39.8616034000,3.1400597700
39.8615930000,3.1400672000
39.8615978000,3.1400703000
39.8616070000,3.1400761000
39.8616154000,3.1400805000
39.8616225100,3.1400652800
39.8616253000,3.1400843000
39.8616333000,3.1400883000
39.8616397200,3.1400757400
39.8616413000,3.1400928000
39.8616489000,3.1400976000
39.8616563000,3.1401044000
39.8616598000,3.1401076000
39.8616626400,3.1400925200
39.8616632000,3.1401115000
39.8616690000,3.1401190000
39.8616768000,3.1401289000
39.8616853100,3.1401070700
39.8616910000,3.1401355000
39.8616997000,3.1401348000
39.8617101500,3.1401077900
39.8617103000,3.1401282000
39.8617180000,3.1401227000
39.8617255000,3.1401147000
39.8617264200,3.1400860100
39.8617312000,3.1401039000
39.8617362000,3.1400920000
39.8617383000,3.1400842000
39.8617302100,3.1400620200
39.8617405000,3.1400668000
39.8617413000,3.1400550000
39.8617309700,3.1400382000
39.8617413000,3.1400424000
39.8617423000,3.1400308000
39.8617442000,3.1400184000
39.8617302200,3.1400174300
39.8617431000,3.1400068000
39.8617445000,3.1399949000
39.8617427600,3.1399949400
39.8617459000,3.1399890000
39.8617471000,3.1399852000
39.8617511000,3.1399755000
39.8617559000,3.1399666000
39.8617560200,3.1399744100
39.8617621000,3.1399601000
39.8617686000,3.1399529000
39.8617767000,3.1399453000
39.8617722100,3.1399620500
39.8617835000,3.1399421000
39.8617907000,3.1399377000
39.8617892300,3.1399494100
39.8617944000,3.1399373000
39.8618052000,3.1399322000
39.8618129000,3.1399282000
39.8618048700,3.1399375200
39.8618192000,3.1399261000
39.8618270000,3.1399229000
39.8618258500,3.1399165200
39.8618338000,3.1399198000
39.8618414000,3.1399145000
39.8618487000,3.1399096000
39.8618444000,3.1398952800
39.8618512000,3.1399052000
39.8618542000,3.1399017000
39.8618616000,3.1398963000
39.8618698000,3.1398913000
39.8618664900,3.1398723200
39.8618770000,3.1398837000
39.8618840000,3.1398773000
